"PUPIL","ACT","OBSERVED","ORDERED","EXPECTATION","VARIANCE","ZSCORE","RESIDUAL","PERSON MEASURE","ITEM MEASURE","MEASURE DIFFERENCE","LOG(PROBABILITY)","PREDICTED PERSON MEASURE","PREDICTED ITEM MEASURE","MORE PROBABLE RESPONSE","CODE","PERSON LABEL","ITEM LABEL"
7,19,2,2,1.989,.011,.104,.011,2.629,-2.161,4.789,-.011,-.502,.970,2,"02","WRIGHT, BENJAMIN","GO TO ZOO"
7,20,2,2,1.376,.390,.999,.624,2.629,1.747,.882,-.790,3.866,.509,1,"02","WRIGHT, BENJAMIN","WATCH BUGS"
7,21,2,2,1.948,.051,.230,.052,2.629,-.804,3.433,-.052,.997,.828,2,"02","WRIGHT, BENJAMIN","WATCH BIRD MAKE NEST"
7,22,2,2,1.857,.132,.395,.143,2.629,-.009,2.638,-.149,2.003,.616,2,"02","WRIGHT, BENJAMIN","FIND OUT WHAT ANIMALS EAT"
7,23,2,2,1.360,.477,.927,.640,2.629,1.947,.682,-.728,3.739,.836,2,"02","WRIGHT, BENJAMIN","WATCH A RAT"
7,24,2,2,1.915,.083,.296,.085,2.629,-.320,2.949,-.086,1.496,.812,2,"02","WRIGHT, BENJAMIN","FIND OUT WHAT FLOWERS LIVE ON"
7,25,2,2,1.784,.188,.497,.216,2.629,.421,2.207,-.231,2.457,.593,2,"02","WRIGHT, BENJAMIN","TALK W/FRIENDS ABOUT PLANTS"
8,1,2,2,1.504,.281,.936,.496,.863,-.892,1.755,-.655,1.879,-1.907,2,"02","LAMBERT, MD., ROSS W.","WATCH BIRDS"
8,2,2,2,1.697,.288,.565,.303,.863,-.611,1.474,-.308,1.065,-.812,2,"02","LAMBERT, MD., ROSS W.","READ BOOKS ON ANIMALS"
8,3,1,1,1.228,.381,-.369,-.228,.863,.279,.585,-.567,.279,.863,1,"01","LAMBERT, MD., ROSS W.","READ BOOKS ON PLANTS"
8,4,0,0,.674,.337,-1.160,-.674,.863,1.802,-.939,-.955,-.656,3.321,1,"00","LAMBERT, MD., ROSS W.","WATCH GRASS CHANGE"
8,5,0,0,.390,.331,-.679,-.390,.863,2.189,-1.325,-.422,.357,2.695,0,"00","LAMBERT, MD., ROSS W.","FIND BOTTLES AND CANS"
8,6,2,2,1.276,.381,1.173,.724,.863,.164,.700,-1.004,2.433,-1.406,1,"02","LAMBERT, MD., ROSS W.","LOOK UP STRANGE ANIMAL OR PLANT"
8,7,1,1,.939,.463,.089,.061,.863,.994,-.131,-.628,.994,.863,1,"01","LAMBERT, MD., ROSS W.","WATCH ANIMAL MOVE"
8,8,0,0,.697,.374,-1.140,-.697,.863,1.641,-.778,-.956,-.641,3.145,1,"00","LAMBERT, MD., ROSS W.","LOOK IN SIDEWALK CRACKS"
8,9,2,2,1.136,.508,1.212,.864,.863,.600,.264,-1.105,2.492,-1.029,1,"02","LAMBERT, MD., ROSS W.","LEARN WEED NAMES"
8,10,2,2,1.822,.159,.446,.178,.863,-1.570,2.433,-.188,.473,-1.180,2,"02","LAMBERT, MD., ROSS W.","LISTEN TO BIRD SING"
8,11,2,2,1.692,.229,.643,.308,.863,-1.372,2.235,-.357,1.135,-1.644,2,"02","LAMBERT, MD., ROSS W.","FIND WHERE ANIMAL LIVES"
8,12,2,2,1.881,.105,.367,.119,.863,-1.139,2.002,-.127,-.041,-.235,2,"02","LAMBERT, MD., ROSS W.","GO TO MUSEUM"
8,13,2,2,1.850,.179,.354,.150,.863,-.896,1.759,-.132,.437,-.470,2,"02","LAMBERT, MD., ROSS W.","GROW GARDEN"
8,14,0,0,1.237,.404,-1.946,-1.237,.863,.294,.570,-2.192,-1.901,3.058,1,"00","LAMBERT, MD., ROSS W.","LOOK AT PICTURES OF PLANTS"
8,15,2,2,1.596,.314,.721,.404,.863,-.559,1.422,-.458,1.448,-1.144,2,"02","LAMBERT, MD., ROSS W.","READ ANIMAL STORIES"
8,16,0,0,1.141,.356,-1.913,-1.141,.863,.468,.395,-2.142,-1.962,3.294,1,"00","LAMBERT, MD., ROSS W.","MAKE A MAP"
8,17,1,1,1.355,.401,-.561,-.355,.863,.045,.818,-.750,.045,.863,1,"01","LAMBERT, MD., ROSS W.","WATCH WHAT ANIMALS EAT"
8,18,2,2,1.973,.030,.157,.027,.863,-2.256,3.119,-.026,-.979,-.414,2,"02","LAMBERT, MD., ROSS W.","GO ON PICNIC"
8,19,2,2,1.936,.064,.252,.064,.863,-2.161,3.024,-.064,-.502,-.795,2,"02","LAMBERT, MD., ROSS W.","GO TO ZOO"
8,20,0,0,.624,.390,-.999,-.624,.863,1.747,-.883,-.790,-.373,2.983,1,"00","LAMBERT, MD., ROSS W.","WATCH BUGS"
8,21,2,2,1.718,.256,.559,.282,.863,-.804,1.667,-.296,.997,-.938,2,"02","LAMBERT, MD., ROSS W.","WATCH BIRD MAKE NEST"
8,22,2,2,1.395,.406,.948,.605,.863,-.009,.873,-.736,2.003,-1.150,2,"02","LAMBERT, MD., ROSS W.","FIND OUT WHAT ANIMALS EAT"
8,23,0,0,.467,.387,-.750,-.467,.863,1.947,-1.083,-.507,.154,2.656,0,"00","LAMBERT, MD., ROSS W.","WATCH A RAT"
8,24,2,2,1.564,.363,.723,.436,.863,-.320,1.184,-.473,1.496,-.954,2,"02","LAMBERT, MD., ROSS W.","FIND OUT WHAT FLOWERS LIVE ON"
8,25,2,2,1.205,.452,1.182,.795,.863,.421,.442,-1.050,2.457,-1.172,1,"02","LAMBERT, MD., ROSS W.","TALK W/FRIENDS ABOUT PLANTS"
9,1,0,0,1.194,.287,-2.227,-1.194,-.203,-.892,.689,-2.726,-3.662,2.567,1,"00","SCHULZ, MATTHEW","WATCH BIRDS"
9,2,1,1,1.239,.560,-.319,-.239,-.203,-.611,.408,-.961,-.611,-.203,2,"01","SCHULZ, MATTHEW","READ BOOKS ON ANIMALS"
9,3,1,1,.812,.385,.303,.188,-.203,.279,-.481,-.545,.279,-.203,1,"01","SCHULZ, MATTHEW","READ BOOKS ON PLANTS"
9,4,0,0,.352,.252,-.702,-.352,-.203,1.802,-2.005,-.416,-.656,2.255,0,"00","SCHULZ, MATTHEW","WATCH GRASS CHANGE"
9,5,1,1,.149,.141,2.269,.851,-.203,2.189,-2.391,-2.009,2.189,-.203,0,"01","SCHULZ, MATTHEW","FIND BOTTLES AND CANS"
9,6,0,0,.854,.396,-1.357,-.854,-.203,.164,-.366,-1.267,-2.106,2.067,1,"00","SCHULZ, MATTHEW","LOOK UP STRANGE ANIMAL OR PLANT"
9,7,0,0,.492,.352,-.829,-.492,-.203,.994,-1.197,-.581,-1.063,1.854,0,"00","SCHULZ, MATTHEW","WATCH ANIMAL MOVE"
9,8,1,1,.352,.261,1.268,.648,-.203,1.641,-1.844,-1.144,1.641,-.203,0,"01","SCHULZ, MATTHEW","LOOK IN SIDEWALK CRACKS"
9,9,1,1,.607,.436,.595,.393,-.203,.600,-.802,-.892,.600,-.203,0,"01","SCHULZ, MATTHEW","LEARN WEED NAMES"
9,10,2,2,1.569,.324,.757,.431,-.203,-1.570,1.367,-.497,.473,-2.246,2,"02","SCHULZ, MATTHEW","LISTEN TO BIRD SING"
9,11,1,1,1.392,.322,-.690,-.392,-.203,-1.372,1.169,-.645,-1.372,-.203,1,"01","SCHULZ, MATTHEW","FIND WHERE ANIMAL LIVES"
9,12,2,2,1.718,.202,.626,.282,-.203,-1.139,.936,-.331,-.041,-1.302,2,"02","SCHULZ, MATTHEW","GO TO MUSEUM"
9,13,2,2,1.476,.567,.695,.524,-.203,-.896,.693,-.454,.437,-1.536,2,"02","SCHULZ, MATTHEW","GROW GARDEN"
9,14,0,0,.793,.409,-1.240,-.793,-.203,.294,-.496,-1.110,-1.901,1.992,1,"00","SCHULZ, MATTHEW","LOOK AT PICTURES OF PLANTS"
9,15,0,0,1.169,.467,-1.712,-1.169,-.203,-.559,.356,-1.814,-2.566,1.804,1,"00","SCHULZ, MATTHEW","READ ANIMAL STORIES"
9,16,1,1,.761,.351,.403,.239,-.203,.468,-.671,-.524,.468,-.203,1,"01","SCHULZ, MATTHEW","MAKE A MAP"
9,17,1,1,.888,.447,.167,.112,-.203,.045,-.248,-.615,.045,-.203,1,"01","SCHULZ, MATTHEW","WATCH WHAT ANIMALS EAT"
9,18,2,2,1.905,.116,.278,.095,-.203,-2.256,2.053,-.083,-.979,-1.480,2,"02","SCHULZ, MATTHEW","GO ON PICNIC"
9,19,1,1,1.814,.185,-1.894,-.814,-.203,-2.161,1.958,-1.877,-2.161,-.203,2,"01","SCHULZ, MATTHEW","GO TO ZOO"
9,20,1,1,.288,.234,1.471,.712,-.203,1.747,-1.949,-1.354,1.747,-.203,0,"01","SCHULZ, MATTHEW","WATCH BUGS"
9,21,2,2,1.318,.491,.973,.682,-.203,-.804,.601,-.787,.997,-2.004,2,"02","SCHULZ, MATTHEW","WATCH BIRD MAKE NEST"
9,22,0,0,.908,.474,-1.318,-.908,-.203,-.009,-.194,-1.246,-2.022,1.810,1,"00","SCHULZ, MATTHEW","FIND OUT WHAT ANIMALS EAT"
9,23,2,2,.179,.170,4.422,1.821,-.203,1.947,-2.149,-4.483,3.739,-1.995,0,"02","SCHULZ, MATTHEW","WATCH A RAT"
9,24,1,1,1.064,.542,-.087,-.064,-.203,-.320,.118,-.790,-.320,-.203,1,"01","SCHULZ, MATTHEW","FIND OUT WHAT FLOWERS LIVE ON"
9,25,1,1,.714,.435,.434,.286,-.203,.421,-.624,-.727,.421,-.203,1,"01","SCHULZ, MATTHEW","TALK W/FRIENDS ABOUT PLANTS"
10,1,2,2,1.328,.294,1.240,.672,.256,-.892,1.148,-1.009,1.879,-2.514,1,"02","HSIEH, DANIEL SEB","WATCH BIRDS"
10,2,1,1,1.473,.452,-.703,-.473,.256,-.611,.867,-1.126,-.611,.256,2,"01","HSIEH, DANIEL SEB","READ BOOKS ON ANIMALS"
10,3,0,0,.991,.393,-1.580,-.991,.256,.279,-.023,-1.604,-2.020,2.554,1,"00","HSIEH, DANIEL SEB","READ BOOKS ON PLANTS"
10,4,0,0,.479,.299,-.876,-.479,.256,1.802,-1.546,-.606,-.656,2.714,0,"00","HSIEH, DANIEL SEB","WATCH GRASS CHANGE"
10,5,0,0,.228,.209,-.499,-.228,.256,2.189,-1.933,-.238,.357,2.088,0,"00","HSIEH, DANIEL SEB","FIND BOTTLES AND CANS"
10,6,1,1,1.037,.401,-.059,-.037,.256,.164,.093,-.515,.164,.256,1,"01","HSIEH, DANIEL SEB","LOOK UP STRANGE ANIMAL OR PLANT"
10,7,0,0,.669,.417,-1.036,-.669,.256,.994,-.738,-.847,-1.063,2.313,1,"00","HSIEH, DANIEL SEB","WATCH ANIMAL MOVE"
10,8,1,1,.485,.319,.912,.515,.256,1.641,-1.385,-.876,1.641,.256,0,"01","HSIEH, DANIEL SEB","LOOK IN SIDEWALK CRACKS"
10,9,2,2,.824,.502,1.661,1.176,.256,.600,-.343,-1.724,2.492,-1.636,1,"02","HSIEH, DANIEL SEB","LEARN WEED NAMES"
10,10,2,2,1.700,.247,.603,.300,.256,-1.570,1.826,-.330,.473,-1.787,2,"02","HSIEH, DANIEL SEB","LISTEN TO BIRD SING"
10,11,2,2,1.533,.292,.865,.467,.256,-1.372,1.628,-.590,1.135,-2.251,2,"02","HSIEH, DANIEL SEB","FIND WHERE ANIMAL LIVES"
10,12,2,2,1.801,.159,.498,.199,.256,-1.139,1.395,-.221,-.041,-.843,2,"02","HSIEH, DANIEL SEB","GO TO MUSEUM"
10,13,1,1,1.690,.367,-1.139,-.690,.256,-.896,1.152,-1.850,-.896,.256,2,"01","HSIEH, DANIEL SEB","GROW GARDEN"
10,14,1,1,.984,.422,.024,.016,.256,.294,-.037,-.549,.294,.256,1,"01","HSIEH, DANIEL SEB","LOOK AT PICTURES OF PLANTS"
10,15,2,2,1.373,.416,.972,.627,.256,-.559,.815,-.768,1.448,-1.751,2,"02","HSIEH, DANIEL SEB","READ ANIMAL STORIES"
10,16,1,1,.924,.358,.127,.076,.256,.468,-.212,-.452,.468,.256,1,"01","HSIEH, DANIEL SEB","MAKE A MAP"
10,17,1,1,1.095,.448,-.142,-.095,.256,.045,.211,-.611,.045,.256,1,"01","HSIEH, DANIEL SEB","WATCH WHAT ANIMALS EAT"
10,18,2,2,1.945,.064,.216,.055,.256,-2.256,2.512,-.050,-.979,-1.021,2,"02","HSIEH, DANIEL SEB","GO ON PICNIC"
10,19,2,2,1.882,.118,.343,.118,.256,-2.161,2.417,-.117,-.502,-1.402,2,"02","HSIEH, DANIEL SEB","GO TO ZOO"
10,20,0,0,.411,.305,-.745,-.411,.256,1.747,-1.491,-.478,-.373,2.376,0,"00","HSIEH, DANIEL SEB","WATCH BUGS"
10,21,1,1,1.522,.392,-.834,-.522,.256,-.804,1.060,-1.092,-.804,.256,2,"01","HSIEH, DANIEL SEB","WATCH BIRD MAKE NEST"
10,22,1,1,1.126,.471,-.184,-.126,.256,-.009,.265,-.667,-.009,.256,1,"01","HSIEH, DANIEL SEB","FIND OUT WHAT ANIMALS EAT"
10,23,0,0,.274,.250,-.549,-.274,.256,1.947,-1.691,-.286,.154,2.049,0,"00","HSIEH, DANIEL SEB","WATCH A RAT"
10,24,2,2,1.303,.491,.994,.697,.256,-.320,.577,-.813,1.496,-1.561,2,"02","HSIEH, DANIEL SEB","FIND OUT WHAT FLOWERS LIVE ON"
10,25,1,1,.922,.468,.114,.078,.256,.421,-.165,-.643,.421,.256,1,"01","HSIEH, DANIEL SEB","TALK W/FRIENDS ABOUT PLANTS"
11,1,2,2,1.576,.265,.824,.424,1.125,-.892,2.016,-.535,1.879,-1.646,2,"02","HSIEH, PAUL FRED","WATCH BIRDS"
11,2,2,2,1.764,.229,.493,.236,1.125,-.611,1.735,-.237,1.065,-.551,2,"02","HSIEH, PAUL FRED","READ BOOKS ON ANIMALS"
11,3,2,2,1.325,.366,1.115,.675,1.125,.279,.846,-.919,2.577,-1.174,1,"02","HSIEH, PAUL FRED","READ BOOKS ON PLANTS"
11,4,0,0,.763,.345,-1.299,-.763,1.125,1.802,-.677,-1.143,-.656,3.583,1,"00","HSIEH, PAUL FRED","WATCH GRASS CHANGE"
11,5,0,0,.484,.389,-.776,-.484,1.125,2.189,-1.064,-.536,.357,2.956,0,"00","HSIEH, PAUL FRED","FIND BOTTLES AND CANS"
11,6,1,1,1.373,.362,-.620,-.373,1.125,.164,.961,-.695,.164,1.125,1,"01","HSIEH, PAUL FRED","LOOK UP STRANGE ANIMAL OR PLANT"
11,7,1,1,1.061,.463,-.089,-.061,1.125,.994,.131,-.628,.994,1.125,1,"01","HSIEH, PAUL FRED","WATCH ANIMAL MOVE"
11,8,1,1,.796,.387,.327,.204,1.125,1.641,-.516,-.560,1.641,1.125,1,"01","HSIEH, PAUL FRED","LOOK IN SIDEWALK CRACKS"
11,9,0,0,1.265,.481,-1.825,-1.265,1.125,.600,.525,-1.946,-1.293,3.017,1,"00","HSIEH, PAUL FRED","LEARN WEED NAMES"
11,10,2,2,1.860,.129,.391,.140,1.125,-1.570,2.694,-.147,.473,-.919,2,"02","HSIEH, PAUL FRED","LISTEN TO BIRD SING"
11,11,2,2,1.748,.199,.565,.252,1.125,-1.372,2.497,-.284,1.135,-1.382,2,"02","HSIEH, PAUL FRED","FIND WHERE ANIMAL LIVES"
11,12,2,2,1.906,.085,.322,.094,1.125,-1.139,2.264,-.099,-.041,.026,2,"02","HSIEH, PAUL FRED","GO TO MUSEUM"
11,13,2,2,1.890,.130,.305,.110,1.125,-.896,2.021,-.099,.437,-.209,2,"02","HSIEH, PAUL FRED","GROW GARDEN"
11,14,2,2,1.340,.384,1.065,.660,1.125,.294,.831,-.867,2.489,-1.070,1,"02","HSIEH, PAUL FRED","LOOK AT PICTURES OF PLANTS"
11,15,2,2,1.672,.268,.633,.328,1.125,-.559,1.684,-.362,1.448,-.882,2,"02","HSIEH, PAUL FRED","READ ANIMAL STORIES"
11,16,0,0,1.234,.351,-2.082,-1.234,1.125,.468,.656,-2.453,-1.962,3.555,1,"00","HSIEH, PAUL FRED","MAKE A MAP"
11,17,2,2,1.456,.367,.898,.544,1.125,.045,1.079,-.663,2.142,-.972,2,"02","HSIEH, PAUL FRED","WATCH WHAT ANIMALS EAT"
11,18,2,2,1.980,.022,.137,.020,1.125,-2.256,3.381,-.020,-.979,-.153,2,"02","HSIEH, PAUL FRED","GO ON PICNIC"
11,19,2,2,1.951,.049,.221,.049,1.125,-2.161,3.285,-.049,-.502,-.534,2,"02","HSIEH, PAUL FRED","GO TO ZOO"
11,20,0,0,.729,.417,-1.129,-.729,1.125,1.747,-.622,-.966,-.373,3.244,1,"00","HSIEH, PAUL FRED","WATCH BUGS"
11,21,2,2,1.778,.206,.489,.222,1.125,-.804,1.929,-.230,.997,-.677,2,"02","HSIEH, PAUL FRED","WATCH BIRD MAKE NEST"
11,22,2,2,1.496,.365,.834,.504,1.125,-.009,1.134,-.591,2.003,-.888,2,"02","HSIEH, PAUL FRED","FIND OUT WHAT ANIMALS EAT"
11,23,0,0,.576,.447,-.861,-.576,1.125,1.947,-.822,-.643,.154,2.917,0,"00","HSIEH, PAUL FRED","WATCH A RAT"
11,24,2,2,1.651,.304,.632,.349,1.125,-.320,1.445,-.371,1.496,-.692,2,"02","HSIEH, PAUL FRED","FIND OUT WHAT FLOWERS LIVE ON"
11,25,2,2,1.320,.426,1.042,.680,1.125,.421,.703,-.858,2.457,-.911,1,"02","HSIEH, PAUL FRED","TALK W/FRIENDS ABOUT PLANTS"
12,1,0,0,.966,.279,-1.829,-.966,-1.012,-.892,-.120,-1.852,-3.662,1.758,1,"00","LIEBERMAN, DANIEL","WATCH BIRDS"
12,2,1,1,.765,.562,.314,.235,-1.012,-.611,-.401,-.959,-.611,-1.012,0,"01","LIEBERMAN, DANIEL","READ BOOKS ON ANIMALS"
12,3,0,0,.520,.328,-.907,-.520,-1.012,.279,-1.290,-.655,-2.020,1.287,0,"00","LIEBERMAN, DANIEL","READ BOOKS ON PLANTS"
12,4,0,0,.187,.158,-.470,-.187,-1.012,1.802,-2.814,-.203,-.656,1.446,0,"00","LIEBERMAN, DANIEL","WATCH GRASS CHANGE"
12,5,2,2,.068,.067,7.491,1.932,-1.012,2.189,-3.200,-6.470,4.020,-2.843,0,"02","LIEBERMAN, DANIEL","FIND BOTTLES AND CANS"
12,6,2,2,.551,.342,2.478,1.449,-1.012,.164,-1.175,-3.052,2.433,-3.281,0,"02","LIEBERMAN, DANIEL","LOOK UP STRANGE ANIMAL OR PLANT"
12,7,0,0,.261,.220,-.556,-.261,-1.012,.994,-2.006,-.284,-1.063,1.045,0,"00","LIEBERMAN, DANIEL","WATCH ANIMAL MOVE"
12,8,1,1,.183,.158,2.056,.817,-1.012,1.641,-2.653,-1.742,1.641,-1.012,0,"01","LIEBERMAN, DANIEL","LOOK IN SIDEWALK CRACKS"
12,9,0,0,.320,.274,-.611,-.320,-1.012,.600,-1.611,-.344,-1.293,.880,0,"00","LIEBERMAN, DANIEL","LEARN WEED NAMES"
12,10,1,1,1.256,.440,-.386,-.256,-1.012,-1.570,.558,-.704,-1.570,-1.012,1,"01","LIEBERMAN, DANIEL","LISTEN TO BIRD SING"
12,11,2,2,1.122,.339,1.509,.878,-1.012,-1.372,.360,-1.436,1.135,-3.519,1,"02","LIEBERMAN, DANIEL","FIND WHERE ANIMAL LIVES"
12,12,1,1,1.532,.249,-1.066,-.532,-1.012,-1.139,.127,-.759,-2.238,.087,2,"01","LIEBERMAN, DANIEL","GO TO MUSEUM"
12,13,0,0,.913,.749,-1.055,-.913,-1.012,-.896,-.116,-.863,-2.229,.321,0,"00","LIEBERMAN, DANIEL","GROW GARDEN"
12,14,0,0,.489,.331,-.851,-.489,-1.012,.294,-1.305,-.596,-1.901,1.183,0,"00","LIEBERMAN, DANIEL","LOOK AT PICTURES OF PLANTS"
12,15,1,1,.786,.459,.316,.214,-1.012,-.559,-.453,-.703,-.559,-1.012,1,"01","LIEBERMAN, DANIEL","READ ANIMAL STORIES"
12,16,1,1,.492,.305,.919,.508,-1.012,.468,-1.480,-.829,.468,-1.012,0,"01","LIEBERMAN, DANIEL","MAKE A MAP"
12,17,0,0,.552,.370,-.907,-.552,-1.012,.045,-1.057,-.675,-2.051,1.085,0,"00","LIEBERMAN, DANIEL","WATCH WHAT ANIMALS EAT"
12,18,2,2,1.739,.327,.456,.261,-1.012,-2.256,1.244,-.215,-.979,-2.289,2,"02","LIEBERMAN, DANIEL","GO ON PICNIC"
12,19,1,1,1.594,.374,-.971,-.594,-1.012,-2.161,1.149,-1.297,-2.161,-1.012,2,"01","LIEBERMAN, DANIEL","GO TO ZOO"
12,20,0,0,.143,.129,-.397,-.143,-1.012,1.747,-2.758,-.150,-.373,1.108,0,"00","LIEBERMAN, DANIEL","WATCH BUGS"
12,21,0,0,.886,.543,-1.203,-.886,-1.012,-.804,-.208,-1.094,-2.605,.789,1,"00","LIEBERMAN, DANIEL","WATCH BIRD MAKE NEST"
12,22,0,0,.553,.386,-.890,-.553,-1.012,-.009,-1.003,-.660,-2.022,1.001,0,"00","LIEBERMAN, DANIEL","FIND OUT WHAT ANIMALS EAT"
12,23,1,1,.082,.080,3.241,.918,-1.012,1.947,-2.958,-2.563,1.947,-1.012,0,"01","LIEBERMAN, DANIEL","WATCH A RAT"
12,24,0,0,.641,.470,-.935,-.641,-1.012,-.320,-.691,-.736,-2.137,.805,0,"00","LIEBERMAN, DANIEL","FIND OUT WHAT FLOWERS LIVE ON"
12,25,1,1,.408,.313,1.058,.592,-1.012,.421,-1.433,-1.089,.421,-1.012,0,"01","LIEBERMAN, DANIEL","TALK W/FRIENDS ABOUT PLANTS"
13,1,1,1,1.194,.287,-.362,-.194,-.203,-.892,.689,-.393,-.892,-.203,1,"01","LIEBERMAN, BENJAMIN","WATCH BIRDS"
13,2,2,2,1.239,.560,1.017,.761,-.203,-.611,.408,-.848,1.065,-1.878,2,"02","LIEBERMAN, BENJAMIN","READ BOOKS ON ANIMALS"
13,3,1,1,.812,.385,.303,.188,-.203,.279,-.481,-.545,.279,-.203,1,"01","LIEBERMAN, BENJAMIN","READ BOOKS ON PLANTS"
13,4,1,1,.352,.252,1.290,.648,-.203,1.802,-2.005,-1.114,1.802,-.203,0,"01","LIEBERMAN, BENJAMIN","WATCH GRASS CHANGE"
13,5,0,0,.149,.141,-.396,-.149,-.203,2.189,-2.391,-.152,.357,1.629,0,"00","LIEBERMAN, BENJAMIN","FIND BOTTLES AND CANS"
13,6,0,0,.854,.396,-1.357,-.854,-.203,.164,-.366,-1.267,-2.106,2.067,1,"00","LIEBERMAN, BENJAMIN","LOOK UP STRANGE ANIMAL OR PLANT"
13,7,0,0,.492,.352,-.829,-.492,-.203,.994,-1.197,-.581,-1.063,1.854,0,"00","LIEBERMAN, BENJAMIN","WATCH ANIMAL MOVE"
13,8,1,1,.352,.261,1.268,.648,-.203,1.641,-1.844,-1.144,1.641,-.203,0,"01","LIEBERMAN, BENJAMIN","LOOK IN SIDEWALK CRACKS"
13,9,0,0,.607,.436,-.920,-.607,-.203,.600,-.802,-.710,-1.293,1.689,0,"00","LIEBERMAN, BENJAMIN","LEARN WEED NAMES"
13,10,2,2,1.569,.324,.757,.431,-.203,-1.570,1.367,-.497,.473,-2.246,2,"02","LIEBERMAN, BENJAMIN","LISTEN TO BIRD SING"
13,11,1,1,1.392,.322,-.690,-.392,-.203,-1.372,1.169,-.645,-1.372,-.203,1,"01","LIEBERMAN, BENJAMIN","FIND WHERE ANIMAL LIVES"
13,12,2,2,1.718,.202,.626,.282,-.203,-1.139,.936,-.331,-.041,-1.302,2,"02","LIEBERMAN, BENJAMIN","GO TO MUSEUM"
13,13,1,1,1.476,.567,-.633,-.476,-.203,-.896,.693,-1.579,-.896,-.203,2,"01","LIEBERMAN, BENJAMIN","GROW GARDEN"
13,14,1,1,.793,.409,.325,.207,-.203,.294,-.496,-.601,.294,-.203,1,"01","LIEBERMAN, BENJAMIN","LOOK AT PICTURES OF PLANTS"
13,15,2,2,1.169,.467,1.216,.831,-.203,-.559,.356,-1.101,1.448,-2.210,1,"02","LIEBERMAN, BENJAMIN","READ ANIMAL STORIES"
13,16,1,1,.761,.351,.403,.239,-.203,.468,-.671,-.524,.468,-.203,1,"01","LIEBERMAN, BENJAMIN","MAKE A MAP"
13,17,1,1,.888,.447,.167,.112,-.203,.045,-.248,-.615,.045,-.203,1,"01","LIEBERMAN, BENJAMIN","WATCH WHAT ANIMALS EAT"
13,18,2,2,1.905,.116,.278,.095,-.203,-2.256,2.053,-.083,-.979,-1.480,2,"02","LIEBERMAN, BENJAMIN","GO ON PICNIC"
13,19,2,2,1.814,.185,.433,.186,-.203,-2.161,1.958,-.186,-.502,-1.861,2,"02","LIEBERMAN, BENJAMIN","GO TO ZOO"
13,20,1,1,.288,.234,1.471,.712,-.203,1.747,-1.949,-1.354,1.747,-.203,0,"01","LIEBERMAN, BENJAMIN","WATCH BUGS"
13,21,1,1,1.318,.491,-.455,-.318,-.203,-.804,.601,-.897,-.804,-.203,2,"01","LIEBERMAN, BENJAMIN","WATCH BIRD MAKE NEST"
13,22,1,1,.908,.474,.134,.092,-.203,-.009,-.194,-.659,-.009,-.203,1,"01","LIEBERMAN, BENJAMIN","FIND OUT WHAT ANIMALS EAT"
13,23,0,0,.179,.170,-.435,-.179,-.203,1.947,-2.149,-.184,.154,1.590,0,"00","LIEBERMAN, BENJAMIN","WATCH A RAT"
13,24,0,0,1.064,.542,-1.445,-1.064,-.203,-.320,.118,-1.422,-2.137,1.614,1,"00","LIEBERMAN, BENJAMIN","FIND OUT WHAT FLOWERS LIVE ON"
13,25,0,0,.714,.435,-1.082,-.714,-.203,.421,-.624,-.913,-1.614,1.833,1,"00","LIEBERMAN, BENJAMIN","TALK W/FRIENDS ABOUT PLANTS"
14,1,2,2,1.162,.285,1.570,.838,-.316,-.892,.575,-1.442,1.879,-3.087,1,"02","HWA, NANCY MARIE","WATCH BIRDS"
14,2,1,1,1.174,.578,-.229,-.174,-.316,-.611,.294,-.938,-.611,-.316,1,"01","HWA, NANCY MARIE","READ BOOKS ON ANIMALS"
14,3,1,1,.769,.380,.375,.231,-.316,.279,-.595,-.569,.279,-.316,1,"01","HWA, NANCY MARIE","READ BOOKS ON PLANTS"
14,4,0,0,.324,.239,-.664,-.324,-.316,1.802,-2.118,-.378,-.656,2.142,0,"00","HWA, NANCY MARIE","WATCH GRASS CHANGE"
14,5,0,0,.133,.127,-.374,-.133,-.316,2.189,-2.505,-.136,.357,1.515,0,"00","HWA, NANCY MARIE","FIND BOTTLES AND CANS"
14,6,2,2,.809,.392,1.903,1.191,-.316,.164,-.480,-2.132,2.433,-2.586,1,"02","HWA, NANCY MARIE","LOOK UP STRANGE ANIMAL OR PLANT"
14,7,0,0,.453,.334,-.784,-.453,-.316,.994,-1.310,-.528,-1.063,1.740,0,"00","HWA, NANCY MARIE","WATCH ANIMAL MOVE"
14,8,2,2,.323,.246,3.379,1.677,-.316,1.641,-1.957,-4.284,3.923,-2.598,0,"02","HWA, NANCY MARIE","LOOK IN SIDEWALK CRACKS"
14,9,1,1,.559,.415,.685,.441,-.316,.600,-.916,-.940,.600,-.316,0,"01","HWA, NANCY MARIE","LEARN WEED NAMES"
14,10,2,2,1.531,.343,.800,.469,-.316,-1.570,1.253,-.548,.473,-2.359,2,"02","HWA, NANCY MARIE","LISTEN TO BIRD SING"
14,11,0,0,1.355,.327,-2.371,-1.355,-.316,-1.372,1.056,-3.019,-3.879,2.191,1,"00","HWA, NANCY MARIE","FIND WHERE ANIMAL LIVES"
14,12,2,2,1.695,.212,.663,.305,-.316,-1.139,.823,-.364,-.041,-1.415,2,"02","HWA, NANCY MARIE","GO TO MUSEUM"
